Data ID,Text Description,Text,Participant ID,Playlist ID,Video ID,Segment Name,CMA,Valence,Arousal,Dominance,significance,arousal_category,valence_category,taskwiselabel
12004,"so emotions wise, it was okay, not too good. yeah. I pretty much honestly didn't get the story of this one, but other than that it was okay-ish. I didn't felt much emotion. ",emotion wise okay good yeah pretty much honestly nt get story one okayish nt felt much emotion,12,1,4,Warknownonation,LVHA,3,3,2,4,0,0,0
12005,"Yeah that was one of the best videos that i saw today because, you know, it was actually the 360 camera was mounted onto the helmet of the, you know, the climber and actually once he jumped in, i actually thought that i was in there and tied to a rope. It was really fascinating to see all the stone carvings and everything in 360, for example if i move my head the 360 camera also moves in that way, so i was actually thinking that i was present in the moment. it was adventurous, very much adventurous, that you know actually, I was there. It would be great if there was some sort of haptics technology as well, that i could you know hold the rope as well, but it was really, really amazing. yeah in this one i felt fear, i was actually a bit scared that i actually might fall down once, you know, the rope was left open into the, you know, in the video. ",yeah one best video saw today know actually 360 camera mounted onto helmet know climber actually jumped actually thought tied rope really fascinating see stone carving everything 360 example move head 360 camera also move way actually thinking present moment adventurous much adventurous know actually would great sort haptics technology well could know hold rope well really really amazing yeah one felt fear actually bit scared actually might fall know rope left open know video,12,1,5,CanyonSwing,HVHA,3,2,2,3,0,0,1
12006,"it was calming basically, you know, kind of like in a meditation space, because of this the whole story i dont think was too much narrated, i dont remember, but it was okayish it was not too good. But it was mainly, for example if i am- if i use a VR headset in the morning, i maybe go to this or maybe expect something better out of the nature’s VR quality. Something like that, because it was not- it was calming and soothing but not more than that.",calming basically know kind like meditation space whole story dont think much narrated dont remember okayish good mainly example use vr headset morning maybe go maybe expect something better nature ’ vr quality something like calming soothing,12,1,6,Redwoods,HVLA,3,2,2,4,0,0,1
12007,"one was also very much intuitive and, you know, i felt a bit scared, once the, you know, the glider was reaching at the- once the glider was landing. So before that I was actually enjoying the view of the mountains and everything. I actually thought that I was gliding and, you know, gliding the parachute. For example if i tilt the head as well, i guess the camera was also rotating a bit. The head was actually very much synched and everything was nice in this, i like this. alking about the emotion, when i was landing on the glider i was a bit scared, and it seemed a bit adventurous in the beginning and then it seemed a bit dangerous, and once i was actually there i was actually enjoying that, i felt some sort of butterflies as well that i am actually at the top gliding a parachute.",one also much intuitive know felt bit scared know glider reaching glider landing actually enjoying view mountain everything actually thought gliding know gliding parachute example tilt head well guess camera also rotating bit head actually much synched everything nice like alking emotion landing glider bit scared seemed bit adventurous beginning seemed bit dangerous actually actually enjoying felt sort butterfly well actually top gliding parachute,12,1,7,Speedflying,HVHA,3,3,2,4,0,0,1
12008,"This one was, firstly it was like watching a drone shot in the beginning of the sea, so it wasn't too much ,you know, very fun. I didn't have many feelings about it. It was just like watching a normal drone shot that was being taken up from the sea. After that once I went on to the ship it was like, you know, or the rides that were- the water rides, the boy and the girl that were taking up water rides, it was really good. Maybe not too much interesting or intuitive but it was okay. The emotion in this one was adventurous, maybe. And a bit of, not soothing, a bit scary, once the ride becomes- like i was traversing through the water, after that it doesn't interest me too.",one firstly like watching drone shot beginning sea nt much know fun nt many feeling like watching normal drone shot taken sea went ship like know ride water ride boy girl taking water ride really good maybe much interesting intuitive okay emotion one adventurous maybe bit soothing bit scary ride becomes like traversing water nt interest,12,1,8,InstantCaribbean,HVLA,4,4,4,4,1,1,1
14001,"I felt upset, I felt very helpless, I wanted to like- I didn't want to be there but I was there, so I could feel the the loss that they have suffered. Probably they might have, like, they were telling that they have lost all their belongings, but I think they might have also lost their relatives, so i had a mix of emotions that will include helplessness, sadness, not guilty, literally, I never felt guilty because this is not something that we can stop. This is a natural cause.",felt upset felt helpless wanted like nt want could feel loss suffered probably might like telling lost belonging think might also lost relative mix emotion include helplessness sadness guilty literally never felt guilty something stop natural cause,14,2,1,NepalEarthquake,LVLA,3,3,4,3,0,0,0
14002,"I felt Anxious! I don't know, my heartbeat, I could feel my heartbeats probably because it was very scared but, I think that this video also impacted a lot in raising my heartbeat. After 2020 I think life is uncertain and these are the things that I’m totally afraid of. I felt alertness and anxiety.",felt anxious nt know heartbeat could feel heartbeat probably scared think video also impacted lot raising heartbeat 2020 think life uncertain thing ’ totally afraid felt alertness anxiety,14,2,2,ZombieApocalypse,LVHA,4,4,3,4,1,1,0
14003,"This one was very calm. I couldn't understand why we’re watching this, until and unless you started speaking. yeah this was calming, absolutely calming. However, I had a mixed emotion because I was thinking this first and second video had some sort of destruction, so it might also have something. I was ancipating something might happen. Otherwise it was calm.",one calm could nt understand ’ watching unless started speaking yeah calming absolutely calming however mixed emotion thinking first second video sort destruction might also something ancipating something might happen otherwise calm,14,2,3,AbandonedBuilding,LVLA,4,4,2,4,1,1,0
14004,"This was more of a funny video, than an actual kidnap. Yeah I could understand that, but it was funny to me. It was something like our friends plan for our birthdays, yeah pranks. I was feeling that I have been kidnapped, but I was thinking probably this is a prank that they are doing. Okay so there was a scene where someone comes and knock the window, where and I got to know this is not the actual scene which is happening. It was funny.",funny video actual kidnap yeah could understand funny something like friend plan birthday yeah prank feeling kidnapped thinking probably prank okay scene someone come knock window got know actual scene happening funny,14,2,4,Kidnapped,LVHA,4,4,4,5,1,1,0
14005,"Ahh, this was actually very anxious. I was feeling like I’ll like- I was scared, I was feeling like I will fall or what if I fall from the chair itself, if not from the roller coaster, right? So this was anxious, mixed of emotion high heartrate and of course scared.",ahh actually anxious feeling like ’ like scared feeling like fall fall chair roller coaster right anxious mixed emotion high heartrate course scared,14,2,5,MegaCoaster,HVHA,5,5,5,4,1,1,1
14006,"This was calming, I totally enjoyed it until- but I was scared that the person will come and attack me. The person sitting behind me. ",calming totally enjoyed scared person come attack person sitting behind,14,2,6,MalaekahanaSunrise,HVLA,3,5,3,3,1,0,1
14007,"This one was a happy video. I sort of, I don't love dogs but I don't hate them. They are beautiful. i felt it was a happy video and you just wanted to know how we’ll react after watching all these sequence of videos, and nothing sort of afraidness, nothing of that sort.",one happy video sort nt love dog nt hate beautiful felt happy video wanted know ’ react watching sequence video nothing sort afraidness nothing sort,14,2,7,PuppiesHost,HVHA,4,5,3,2,1,1,1
14008,"This I loved. This is my favorite. This is something that I wanted to do and I was doing it virtually, so I loved it, absolutely. Exciting. I have always been a beach person so I just wanted to know where this place is, now I know. It’s on my bucket list now.",loved favorite something wanted virtually loved absolutely exciting always beach person wanted know place know ’ bucket list,14,2,8,GreatOceanRoad,HVLA,5,2,5,5,0,1,1
15001,"I was taken back to the people that get migrated from the countries, like those in Myanmar. I felt that I'm a privileged person and that i am living in the heart of a city, capital of india. Many people don't get that, they don't even have homes.",taken back people get migrated country like myanmar felt privileged person living heart city capital india many people nt get nt even home,15,1,1,TheDisplaced,LVLA,4,3,4,4,0,1,0
15002,"This was okayish, i didn't feel anything i was very neutral. The reason being that slum was the tour was shown we see such things.  it's just that the world we live in is very unfair and people have such things.",okayish nt feel anything neutral reason slum tour shown see thing world live unfair people thing,15,1,2,HappyLand,LVLA,4,3,5,4,0,1,0
15003,"nothing i felt like i was watching a movie and something was about to happen but i couldn't know. yes I like, I wanted to get to know all of the movie but it was only three minute. No, it was just like a random movie didn't felt much. ",nothing felt like watching movie something happen could nt know yes like wanted get know movie three minute like random movie nt felt much,15,1,3,Jailbreak,LVHA,4,4,5,4,1,1,0
15004,"emotion was those being at war, and people getting displaced because of that, and all the things that people feel during the time when their- any person from their family goes out at the front. A  bit towards negative, negative, sad, helpless. ",emotion war people getting displaced thing people feel time person family go front bit towards negative negative sad helpless,15,1,4,Warknownonation,LVHA,4,4,4,4,1,1,0
15005,"I felt like that i, yeah I was a camera on top of the person that was going. So here I felt a little more in an elevated state. Also, I like all these adventure sports, so I liked the overall video. It was exciting.",felt like yeah camera top person going felt little elevated state also like adventure sport liked overall video exciting,15,1,5,CanyonSwing,HVHA,4,3,4,4,0,1,1
15006,"oh this was very interesting. I like forests and trees in general, but I just felt like had there been any more people around. It was a little bit lonely. But overall the emotion was on positive side, calming. ",oh interesting like forest tree general felt like people around little bit lonely overall emotion positive side calming,15,1,6,Redwoods,HVLA,4,3,5,4,0,1,1
15007,"yeah, this one was also good. It was exciting, and I felt like I might get tipped from a tree or something. okay so it was mixed emotion, excitement plus fear. I think the music was very stereotypical, loud and like a game. In games we do like uphill rush and all, they have such audios. Had it been a more natural audio i would have liked it more. ",yeah one also good exciting felt like might get tipped tree something okay mixed emotion excitement plus fear think music stereotypical loud like game game like uphill rush audio natural audio would liked,15,1,7,Speedflying,HVHA,4,3,5,4,0,1,1
15008,"The emotions were positive. yeah narrator did help me, but the point where she says that now we will be going to the slide, she waited a long for a longer- I have to wait- I had to wait a long time for her to get inside the slide. The emotion was positive, but it have been more positive if the video was of better quality.",emotion positive yeah narrator help point say going slide waited long longer wait wait long time get inside slide emotion positive positive video better quality,15,1,8,InstantCaribbean,HVLA,4,4,4,4,1,1,1
16001,"Actually I am very close to nepal. And this was very upsetting for me because I have seen it when it happened n the news. A lot of people died in this. okay. So it was upsetting or sad, okay. I felt very strong emotions in this video.",actually close nepal upsetting seen happened n news lot people died okay upsetting sad okay felt strong emotion video,16,2,1,NepalEarthquake,LVLA,2,4,3,4,1,0,0
16002,This video was little funny to me. I first thought it was something related to world war. And then I realised it was abou zombies. It felt like they were acting. They were not real zombies.,video little funny first thought something related world war realised abou zombie felt like acting real zombie,16,2,2,ZombieApocalypse,LVHA,3,2,5,4,0,0,0
16003,the background music was very calm but nothing happened in the video. So I didn't liked this video as much. This video was way too long. And it was still for so long. The background music was very good. But the voices and echo in the music was very kind of hard to understand. It elt like a typical motivational video.,background music calm nothing happened video nt liked video much video way long still long background music good voice echo music kind hard understand elt like typical motivational video,16,2,3,AbandonedBuilding,LVLA,2,2,5,3,0,0,0
16004,It was quite funny. There acting was very funny.  At first I felt it was not but then it felt like they are acting. The script was very funny actually. It was not shown in a serious way. It was shown in a funny way. ,quite funny acting funny first felt felt like acting script funny actually shown serious way shown funny way,16,2,4,Kidnapped,LVHA,3,3,5,3,0,0,0
16005,"It is exciting. Yes, but when the rollercoster were dropping, I didn't feel that much. At first, when It  was happening, I felt like I was there, and when the drop happened, I felt even more connected to reality like it's actually happening, but that's not possible because physically I was here, so. At beginning it was more exciting, later on it was ok.",exciting yes rollercoster dropping nt feel much first happening felt like drop happened felt even connected reality like actually happening possible physically beginning exciting later ok,16,2,5,MegaCoaster,HVHA,4,2,5,3,0,1,1
16006,"this video is very good, actually i love nature. Very, very relaxing. And as the sunset was slowly happening, and the changes in its light were occurring - there was a man sitting back there and I was watching that the sunlight falling on him, it was very, very beautiful. The experience of this was very good.  I felt like I was in front of the sea.",video good actually love nature relaxing sunset slowly happening change light occurring man sitting back watching sunlight falling beautiful experience good felt like front sea,16,2,6,MalaekahanaSunrise,HVLA,5,1,5,3,0,1,1
16007,This was cute. I don't have any pet but I like animals. It was a very very cute video.,cute nt pet like animal cute video,16,2,7,PuppiesHost,HVHA,4,1,5,3,0,1,1
16008,"This was my favorite video. I felt very very good. In this video, it was not only just exciting but also calm and very pleasant. It was really nice to see Australia from above, knowing that beneath is the sea, it was very, very good. Like, I have actually done paragliding, and I really want to come here and do paragliding. ",favorite video felt good video exciting also calm pleasant really nice see australia knowing beneath sea good like actually done paragliding really want come paragliding,16,2,8,GreatOceanRoad,HVLA,5,2,5,3,0,1,1
17001,"the emotion was as, it was the first video. There was also a little bit of confusion as to what is happening, and besides that for the content of the video, i was kind of a little scared also, because it felt like war and they were scenes of radio announcements and people first dancing and then stopping to listening to listen to the announcements etc. So yeah, also anticipation as to what was about to happen, so yeah. Also I felt kind of stuck. because i could not move around but i could see people moving around me. So there were people running but i could not run, so yeah.",emotion first video also little bit confusion happening besides content video kind little scared also felt like war scene radio announcement people first dancing stopping listening listen announcement etc yeah also anticipation happen yeah also felt kind stuck could move around could see people moving around people running could run yeah,17,3,1,Warknownonation,LVHA,3,4,1,2,1,0,0
17002,"i felt like it was interesting that i got to see this in VR because i have never experienced such woods in real life. So that was it, and also it was also a little bit curious that something can be experienced to such an extent to VR, so that was also what i was feeling while watching this. yeah that something, somebody can be sitting in their chair, in their house and could be feeling like they are in the woods surrounded by such huge trees. yeah it felt kind of calming, and also interesting that now that i had already seen one video, i felt like okay the emotions are changing. So that was my personal perception for that, but yeah it felt calming and it felt nice to be surrounded by nature after the war scenes.",felt like interesting got see vr never experienced wood real life also also little bit curious something experienced extent vr also feeling watching yeah something somebody sitting chair house could feeling like wood surrounded huge tree yeah felt kind calming also interesting already seen one video felt like okay emotion changing personal perception yeah felt calming felt nice surrounded nature war scene,17,3,2,Redwoods,HVLA,4,3,3,3,0,1,1
17003," it was kind of sad, and it was also that one of these questions was guilty, so i felt kind of guilty watching this, that there are so many children and they are so helpless and they live in swamps and all these slums etc and we cannot do anything for them, and yet these children seemed happy and one of the girl answered that happiness is for the people of happy land or something like that, so yeah. That was kind of sad so yes. yeah it was more comfortable because people were also moving and there was no need to run around, so i could just stand and watch. Didn't felt stuck. yes kind of sad, kind of guilty, and also that a little bit hopeful that there were people there that were there to help them, but yeah. yeah it kind of felt weird. There was a moment at which a child was pointing, so yeah it kind of felt like it was pointing at me, but not discomfort, but in like, curious.",kind sad also one question guilty felt kind guilty watching many child helpless live swamp slum etc anything yet child seemed happy one girl answered happiness people happy land something like yeah kind sad yes yeah comfortable people also moving need run around could stand watch nt felt stuck yes kind sad kind guilty also little bit hopeful people help yeah yeah kind felt weird moment child pointing yeah kind felt like pointing discomfort like curious,17,3,3,HappyLand,LVLA,2,4,3,4,1,0,0
17004,"this was exciting and also like- I felt little bit adventurous after watching this and also i felt like i was smiling the whole time, so yeah. it was nice. it was a cheerful and happy, exciting video.  It had this thing that i was feeling stuck, now it was constantly moving so i felt active this time.",exciting also like felt little bit adventurous watching also felt like smiling whole time yeah nice cheerful happy exciting video thing feeling stuck constantly moving felt active time,17,3,4,Speedflying,HVHA,5,5,4,3,1,1,1
17005,"I know that it was supposed to be relaxing, but i didn't feel relaxed after watching this. i dont know why, because maybe it was the scene that they put us into the slides, or maybe that i was not moving around as much, or i dont know… The scenes were not pleasurable to watch, i did not like it. The narrator it was like she was announcing my emotions to me that you should be feeling nice because you are on this. it was like an advertisement, more so. So she was telling the slides are fun and everything is nice, the the food is nice and everything is nice, but it did not feel so because i did not experience it. I actually felt like getting off the boat. ",know supposed relaxing nt feel relaxed watching dont know maybe scene put u slide maybe moving around much dont know… scene pleasurable watch like narrator like announcing emotion feeling nice like advertisement telling slide fun everything nice food nice everything nice feel experience actually felt like getting boat,17,3,5,InstantCaribbean,HVLA,3,2,1,1,0,0,1
17006,"this was new, because it was a totally different experience, so yeah. I felt in, like i was interested to know whether the person gets away with it or not, so yeah that was new and also it was a jail setting which you rarely experience, so that was also new. so yeah it felt nice, but at this point also, i had a slight headache so that was a problem, but otherwise the video was interesting. no i did feel guilty, because it was from i think at some points it was from a second person view, as if something was handed and something the things were getting handed to the person and i was watching it, but also at other scenes- in the scenes that he was trying to unlock the handcuff. yeah I felt nervous that maybe i will get away with it and maybe i will not, and also i did feel guilty in the scenes like the policeman or whatever was bringing food and was like the plates were being handed out. So yeah i did feel like i was guilty, so- and also i felt a little bit scared in between where a new person comes in and he's being yelled at, somewhat. ",new totally different experience yeah felt like interested know whether person get away yeah new also jail setting rarely experience also new yeah felt nice point also slight headache problem otherwise video interesting feel guilty think point second person view something handed something thing getting handed person watching also scene scene trying unlock handcuff yeah felt nervous maybe get away maybe also feel guilty scene like policeman whatever bringing food like plate handed yeah feel like guilty also felt little bit scared new person come yelled somewhat,17,3,6,Jailbreak,LVHA,3,4,2,1,1,0,0
17007,"it was sad, definitely sad. Also, it was a little bit confusing because these people were talking in a language which i did not understand, and i realized it later but subtitles were coming but they were not in the direction that i was looking at. So when i turned i did see the dialogues. I was able to read them and it was sad that this is happening and it is also a present day situation, so yeah it felt like these people might be going through this right now, so yeah i did feel guilty and sad at the same time.  yeah, in one particular scene, in which the children were playing in the dialogues- because they were talking in ukrainian i did not understand but then i turned around and saw that the subtitles were there, but either i could read them or i could look at the children, so it was a little confusing.",sad definitely sad also little bit confusing people talking language understand realized later subtitle coming direction looking turned see dialogue able read sad happening also present day situation yeah felt like people might going right yeah feel guilty sad time yeah one particular scene child playing dialogue talking ukrainian understand turned around saw subtitle either could read could look child little confusing,17,3,7,TheDisplaced,LVLA,1,4,1,1,1,0,0
17008,"yeah this was very adventurous and very scary, because i think i am afraid of heights and suddenly i was thrown off a cliff so yeah.  yeah they were telling how high the cliff is and everything so it was nice. i was expecting them to throw me off at any point and suddenly they did, so yeah that was scary. The person was yelling and i felt like yelling with him. Haan because all of a sudden i was thrown off, and then i did understand, okay, this is VR and i dont have to shout, but yeah it did feel interesting being thrown off. i dont know i controlled my emotion at that point, or maybe i did not feel like- it was instantaneous, i felt like okay i am being thrown off.",yeah adventurous scary think afraid height suddenly thrown cliff yeah yeah telling high cliff everything nice expecting throw point suddenly yeah scary person yelling felt like yelling haan sudden thrown understand okay vr dont shout yeah feel interesting thrown dont know controlled emotion point maybe feel like instantaneous felt like okay thrown,17,3,8,CanyonSwing,HVHA,2,5,1,1,1,0,1
18001,"okay i was not expecting something so intense all of a sudden. Actually i wasnt expecting, i don't know what sort of videos i was expecting, but not this for sure. So i was kind of shocked, but like i said, i have experience on it, so i knew that this is not a real thing that is happening, so i wasn’t that scared. But i was interested like where is gonna go, and the kidnappers didnt really seem that serious also, it wasn’t that scary. so it was shocking, but not- i was not scared. it was negative for sure, like i wasn't happy seeing this. In general i was not happy, but i was interested in like where is this gonna go, like, i like a story line in a video. yeah, like i said like, i got to know that this is not a serious kidnapping, like these people are not that serious about it. So i was like okay, i was then kind of chill about it. yeah i was shocked, i was confused, i thought these people were like first playing a prank or something, like they were like a game and there they are friends, but then once we got into the car i was like okay, okay now i want to know where this is going here.",okay expecting something intense sudden actually wasnt expecting nt know sort video expecting sure kind shocked like said experience knew real thing happening ’ scared interested like gon na go kidnapper didnt really seem serious also ’ scary shocking scared negative sure like nt happy seeing general happy interested like gon na go like like story line video yeah like said like got know serious kidnapping like people serious like okay kind chill yeah shocked confused thought people like first playing prank something like like game friend got car like okay okay want know going,18,4,1,Kidnapped,LVHA,3,4,2,1,1,0,0
18002,"okay i enjoyed this a lot. I am anyway- i love the beach, okay, like its the place that brings me like a lot of calmness. At first i was like, kind of alert, like in that question because i thought something was going to happen, because after the first video, i thought in the second video something is gonna happen like some jump scare or someones gonna come or something will happen. anticipation. i think it took me like around 30 40 seconds, I'm like okay this is a video, nothing will happen. Yeah, so then i was very calm and i like then i just enjoyed it through. yeah yeah no i literally told myself like i am at a beach right now. relax, chill, just like be in the water that's it. yeah i felt exactly the same in fact like I am in beach.",okay enjoyed lot anyway love beach okay like place brings like lot calmness first like kind alert like question thought something going happen first video thought second video something gon na happen like jump scare someone gon na come something happen anticipation think took like around 30 40 second like okay video nothing happen yeah calm like enjoyed yeah yeah literally told like beach right relax chill like water yeah felt exactly fact like beach,18,4,2,MalaekahanaSunrise,HVLA,5,1,4,4,0,1,1
18003,"oh this one, I was kind of uncomfortable when the zombies showed up. At first i didn't know it was a zombie apocalypse. That happened a bit later. confused, yeah. i thought we were in a mental asylum or something, or like murder was going on, i don't know. i thought these people were- okay these people were killing them, but i thought why they shooting like innocent people? okay like zombie apocalypse toh- because i don't watch zombies and all that, i thought this was like an army camp and like terrorist have come. at the starting i was like, like okay what is going on? Like i just generally dont like. I was like I don't want to be here. in the sense i was not even listening to them also, i was just thinking about what i’ve been doing. later on when they actually started shooting people I didn't like it, i was distressed. At end I realized they were zombie to I felt a little chill. yeah especially the gun shots, that's when i got to like, this- like they are actually shooting them.  i will be very distressed and upset and just angry and why are they shooting innocent people. I disliked it completely.",oh one kind uncomfortable zombie showed first nt know zombie apocalypse happened bit later confused yeah thought mental asylum something like murder going nt know thought people okay people killing thought shooting like innocent people okay like zombie apocalypse toh nt watch zombie thought like army camp like terrorist come starting like like okay going like generally dont like like nt want sense even listening also thinking ’ later actually started shooting people nt like distressed end realized zombie felt little chill yeah especially gun shot got like like actually shooting distressed upset angry shooting innocent people disliked completely,18,4,3,ZombieApocalypse,LVHA,2,4,2,1,1,0,0
18004,"oh i love this, this was my favorite video. It was like instant happiness, yeah. the moment you saw them, I was instant happy. I love puppies in real life.  i just wish it was more up, in line with the puppies or like the humans actually. Otherwise I was happy.",oh love favorite video like instant happiness yeah moment saw instant happy love puppy real life wish line puppy like human actually otherwise happy,18,4,4,PuppiesHost,HVHA,5,2,4,3,0,1,1
18005,"honestly i was very neutral in this. i was like what is going on, and then i was like okay, i first thought i was in a helicopter, i think because of the audio but then i was looking around and there was no like helicopter sort of thing around me. i was very neutral, like i do enjoy such places.  I enjoyed this. I was happy and then i was calm. yeah once i got to know like this is the only thing that will happen, i was like okay this is nice and i didn't know was Australia.  i think because i was moving so unnaturally.  i was confused- i thought it was my vision that got blur first. Like for like one second i thought. But otherwise it was a nice video.",honestly neutral like going like okay first thought helicopter think audio looking around like helicopter sort thing around neutral like enjoy place enjoyed happy calm yeah got know like thing happen like okay nice nt know australia think moving unnaturally confused thought vision got blur first like like one second thought otherwise nice video,18,4,5,GreatOceanRoad,HVLA,4,2,4,2,0,1,1
18006,"I was very bored in this, very. because nothing was happening.  yeah I was waiting for something to happen. I was feeling sllepy watching this. yeah I think i even closed my eyes, I was like okay nothing is going to happen, and i was not listening to the person in the background audio also.  initially when i was expecting something to happen, i thought someone or something will come or something, i dont know. And i think this is the longest video, it took me to realize like nothing will happen. yeah i think there was like a crinkly sound also, thats when i thought like someone is coming or something is happening, but it was just the wind. ",bored nothing happening yeah waiting something happen feeling sllepy watching yeah think even closed eye like okay nothing going happen listening person background audio also initially expecting something happen thought someone something come something dont know think longest video took realize like nothing happen yeah think like crinkly sound also thats thought like someone coming something happening wind,18,4,6,AbandonedBuilding,LVLA,4,2,4,2,0,1,0
18007,"oh i dont like it. i find these videos very, like, sad. And i completely forgotten about like the earthquake, happened long ago so it like reminded again- I didnt like it. yeah exactly. like i was not calm, i do not like- as soon as like the earthquake thing happened i was like no no, i don't want to watch this because these things just make me upset. but it was nice seeing- like i really like seeing so many people coming and helping, like aiding the people who suffered the loss. ",oh dont like find video like sad completely forgotten like earthquake happened long ago like reminded didnt like yeah exactly like calm like soon like earthquake thing happened like nt want watch thing make upset nice seeing like really like seeing many people coming helping like aiding people suffered loss,18,4,7,NepalEarthquake,LVLA,2,4,2,1,1,0,0
18008," i loved it i love roller coasters in general and i've been on this one. yeah. familiarity, but so this was pretty shocking though because in the sense, i'll explain, so like on my VR i tried a roller coaster simulator, but that was all like animated, so i never felt anything. i was like this is so childish. And I'm a huge roller coaster fan in general, so this was the first time i actually felt like i was in it, like i could like physiologically feel like okay I'm taking turn- yeah my heartbeat was… and i don't know there's this one feeling, not even nausea, like something happening in my stomach but in a good way, like in an excited way. excitement yeah, i did not want the video to finish.",loved love roller coaster general one yeah familiarity pretty shocking though sense explain like vr tried roller coaster simulator like animated never felt anything like childish huge roller coaster fan general first time actually felt like like could like physiologically feel like okay taking turn yeah heartbeat was… nt know one feeling even nausea like something happening stomach good way like excited way excitement yeah want video finish,18,4,8,MegaCoaster,HVHA,5,5,2,4,1,1,1
19001,"I was a bit confused, because I could not understand which war they are relating to and like what... I wasn't able to understand, like was it World War One or World War Two or something else? So, a bit of confusion on that part, but yeah, overall the video experience was great. Like in there, instances when the soldiers are aspirating in front of me, so I felt like I'm just standing there and they are... They are like, moving around. So, I kind of felt that I was in that particular scene in this moment. Otherwise, like after I came back to reality... When I took my headset back, I kind of... Restabilized to everything, like, this wasn't anymore in my mind that, okay, I was there or something else. I would say it was moderately positive experience. Like, I was able to... I enjoyed the experience, but afterwards, I wasn't able to, like, feel anything. Like, after the video ended, it didn't leave an impact on me. like if the audio wasn't there, I might have been more confused than I am right now.",bit confused could understand war relating like nt able understand like world war one world war two something else bit confusion part yeah overall video experience great like instance soldier aspirating front felt like standing like moving around kind felt particular scene moment otherwise like came back reality took headset back kind restabilized everything like nt anymore mind okay something else would say moderately positive experience like able enjoyed experience afterwards nt able like feel anything like video ended nt leave impact like audio nt might confused right,19,3,1,Warknownonation,LVHA,4,4,2,4,1,1,0
19002,"I felt stranded in the woods. Like, there was first scene where the guy takes a picture, and then they just shifting through scenes, and I cannot, like, see anything. There is just scenes after scene. So, nothing much. It was neutral. No, not really I don't like forests. I am more of a city guy. I felt afraid because I was alone. But if I wasn't alone, then I would not have been afraid, because there are other people around me. I was a slight afraid because I knew I am in Virtual Reality. Yeah, like slow video as in it was not as dynamic as the previous video where they're shifting a lot more and there are people moving around. It's more static, that I'm just standing.",felt stranded wood like first scene guy take picture shifting scene like see anything scene scene nothing much neutral really nt like forest city guy felt afraid alone nt alone would afraid people around slight afraid knew virtual reality yeah like slow video dynamic previous video shifting lot people moving around static standing,19,3,2,Redwoods,HVLA,2,2,1,2,0,0,1
19003,"A bit depressing, I would say. They are showing the situation of poor people in the Philippines. So, I, like the kids, like the kids over there, and then, at the end, they showed the girls singing for them, so that was good. But otherwise, it was a bit depressing, like they're showing sad kids with the... like, a background voice that she... like, tells me something- narration. It was more like a movie. Like, I wasn't present there physically, but yeah, at times when they just... like, there's a 10-second scene and I can just move around and see all around me, that time, in that transition, I can feel that, okay, probably I am just in that particular scene, but if I'm just sitting in one position, then it's like a movie.",bit depressing would say showing situation poor people philippine like kid like kid end showed girl singing good otherwise bit depressing like showing sad kid like background voice like tell something narration like movie like nt present physically yeah time like 10second scene move around see around time transition feel okay probably particular scene sitting one position like movie,19,3,3,HappyLand,LVLA,2,2,4,4,0,0,0
19004,"I think I felt a bit afraid when the person just dived off the cliff. And I wasn't able to understand what's happening until I moved around and saw the person gliding. I had to move, otherwise, it felt like a drone shot. I had a drone is shooting this and I'm watching it, but when I just move back and see the person is gliding, so that kind of felt like, okay, I'm actually gliding now in the air, otherwise, it felt like drone shot. But later, I wouldn't say afraid. I think I would say excited. I was afraid at the point when he was just, like, he just dropped off the cliff. But after that, I felt excited. yeah like but if i moved up i see a parachute above me, see down i see legs and then move backwards i see the person, so then i realized that okay its not a drone shot, then i got into that scenario- or yeah the music, if they removed the music it would have been better.",think felt bit afraid person dived cliff nt able understand happening moved around saw person gliding move otherwise felt like drone shot drone shooting watching move back see person gliding kind felt like okay actually gliding air otherwise felt like drone shot later would nt say afraid think would say excited afraid point like dropped cliff felt excited yeah like moved see parachute see see leg move backwards see person realized okay drone shot got scenario yeah music removed music would better,19,3,4,Speedflying,HVHA,5,4,1,1,1,1,1
19005,"the narration i think it killed it off, like it felt like an advertisement.  like when she speaking i am not able to feel anything, but when she stops speaking and she gives time, like just explore on, then i kind of feel that okay i am in that scene, yeah. no, experience was good, just in those moments when she is speaking i kind of feel that okay this is not a reality because someone is speaking. I didn't felt much in the cruise. I was little excited in the beach.",narration think killed like felt like advertisement like speaking able feel anything stop speaking give time like explore kind feel okay scene yeah experience good moment speaking kind feel okay reality someone speaking nt felt much cruise little excited beach,19,3,5,InstantCaribbean,HVLA,5,1,5,1,0,1,1
19006,"i was able to feel that it was a vr when he's like picking his lock, but otherwise it felt like a normal video when they show that he actually running out of the jail. yeah it felt like a movie when they are showing when he is moving out of the jail cell and then he braks- like pushes the guards away and then moves to the staircase, that felt like the movie but when they are giving pov shots when the guy is entering the jail and when he's picking the lock of his handcuffs, that felt like real. it was exciting like exciting yeah, that somethings about to happen.",able feel vr like picking lock otherwise felt like normal video show actually running jail yeah felt like movie showing moving jail cell braks like push guard away move staircase felt like movie giving pov shot guy entering jail picking lock handcuff felt like real exciting like exciting yeah somethings happen,19,3,6,Jailbreak,LVHA,5,5,5,4,1,1,0
